编号,上级编号,回溯路径,级别,名称,简称,拼音,省份,省份简称,省份拼音,城市,城市简称,城市拼音,区县,区县简称,区县拼音,简拼,首字母,区号,邮编,经度,纬度,类型,特别提示
130582,130500,"130000,130500,130582",3,沙河市,沙河,Shahe,河北省,河北,Hebei,邢台市,邢台,Xingtai,沙河市,沙河,Shahe,SH,S,0319,054100,114.4981,36.8577,行政区,县级市
130583,130500,"130000,130500,130583",3,经济开发区,经济开发区,Jingjikaifaqu,河北省,河北,Hebei,邢台市,邢台,Xingtai,经济开发区,经济开发区,Jingjikaifaqu,JJ,J,0319,054000,114.902148,37.627959,,经济技术开发区
130600,130000,"130000,130600",2,保定市,保定,Baoding,河北省,河北,Hebei,保定市,保定,Baoding,,,,BD,B,0312,071000,115.482331,38.867657,行政区,地级市
130602,130600,"130000,130600,130602",3,竞秀区,竞秀,Jingxiu,河北省,河北,Hebei,保定市,保定,Baoding,竞秀区,竞秀,Jingxiu,JX,J,0312,071052,115.4587,38.87751,行政区,
130606,130600,"130000,130600,130606",3,莲池区,莲池,Lianchi,河北省,河北,Hebei,保定市,保定,Baoding,莲池区,莲池,Lianchi,LC,L,0312,071000,115.49715,38.88322,行政区,
130607,130600,"130000,130600,130607",3,满城区,满城,Mancheng,河北省,河北,Hebei,保定市,保定,Baoding,满城区,满城,Mancheng,MC,M,0312,072150,115.32296,38.94972,行政区,
130608,130600,"130000,130600,130608",3,清苑区,清苑,Qingyuan,河北省,河北,Hebei,保定市,保定,Baoding,清苑区,清苑,Qingyuan,QY,Q,0312,071100,115.49267,38.76709,行政区,
130609,130600,"130000,130600,130609",3,徐水区,徐水,Xushui,河北省,河北,Hebei,保定市,保定,Baoding,徐水区,徐水,Xushui,XS,X,0312,072550,115.65829,39.02099,行政区,
130623,130600,"130000,130600,130623",3,涞水县,涞水,Laishui,河北省,河北,Hebei,保定市,保定,Baoding,涞水县,涞水,Laishui,LS,L,0312,074100,115.71517,39.39404,行政区,
130624,130600,"130000,130600,130624",3,阜平县,阜平,Fuping,河北省,河北,Hebei,保定市,保定,Baoding,阜平县,阜平,Fuping,FP,F,0312,073200,114.19683,38.84763,行政区,
130626,130600,"130000,130600,130626",3,定兴县,定兴,Dingxing,河北省,河北,Hebei,保定市,保定,Baoding,定兴县,定兴,Dingxing,DX,D,0312,072650,115.80786,39.26312,行政区,
130627,130600,"130000,130600,130627",3,唐县,唐县,Tangxian,河北省,河北,Hebei,保定市,保定,Baoding,唐县,唐县,Tangxian,TX,T,0312,072350,114.98516,38.74513,行政区,
130628,130600,"130000,130600,130628",3,高阳县,高阳,Gaoyang,河北省,河北,Hebei,保定市,保定,Baoding,高阳县,高阳,Gaoyang,GY,G,0312,071500,115.7788,38.70003,行政区,
130629,130600,"130000,130600,130629",3,容城县,容城,Rongcheng,河北省,河北,Hebei,保定市,保定,Baoding,容城县,容城,Rongcheng,RC,R,0312,071700,115.87158,39.0535,行政区,
130630,130600,"130000,130600,130630",3,涞源县,涞源,Laiyuan,河北省,河北,Hebei,保定市,保定,Baoding,涞源县,涞源,Laiyuan,LY,L,0312,074300,114.69128,39.35388,行政区,
130631,130600,"130000,130600,130631",3,望都县,望都,Wangdu,河北省,河北,Hebei,保定市,保定,Baoding,望都县,望都,Wangdu,WD,W,0312,072450,115.1567,38.70996,行政区,
130632,130600,"130000,130600,130632",3,安新县,安新,Anxin,河北省,河北,Hebei,保定市,保定,Baoding,安新县,安新,Anxin,AX,A,0312,071600,115.93557,38.93532,行政区,
130633,130600,"130000,130600,130633",3,易县,易县,Yixian,河北省,河北,Hebei,保定市,保定,Baoding,易县,易县,Yixian,YX,Y,0312,074200,115.4981,39.34885,行政区,
130634,130600,"130000,130600,130634",3,曲阳县,曲阳,Quyang,河北省,河北,Hebei,保定市,保定,Baoding,曲阳县,曲阳,Quyang,QY,Q,0312,073100,114.70123,38.62154,行政区,
130635,130600,"130000,130600,130635",3,蠡县,蠡县,Lixian,河北省,河北,Hebei,保定市,保定,Baoding,蠡县,蠡县,Lixian,LX,L,0312,071400,115.57717,38.48974,行政区,
130636,130600,"130000,130600,130636",3,顺平县,顺平,Shunping,河北省,河北,Hebei,保定市,保定,Baoding,顺平县,顺平,Shunping,SP,S,0312,072250,115.1347,38.83854,行政区,
130637,130600,"130000,130600,130637",3,博野县,博野,Boye,河北省,河北,Hebei,保定市,保定,Baoding,博野县,博野,Boye,BY,B,0312,071300,115.47033,38.4564,行政区,
130638,130600,"130000,130600,130638",3,雄县,雄县,Xiongxian,河北省,河北,Hebei,保定市,保定,Baoding,雄县,雄县,Xiongxian,XX,X,0312,071800,116.10873,38.99442,行政区,
130681,130600,"130000,130600,130681",3,涿州市,涿州,Zhuozhou,河北省,河北,Hebei,保定市,保定,Baoding,涿州市,涿州,Zhuozhou,ZZ,Z,0312,072750,115.98062,39.48622,行政区,县级市
130682,130600,"130000,130600,130682",3,定州市,定州,Dingzhou,河北省,河北,Hebei,保定市,保定,Baoding,定州市,定州,Dingzhou,DZ,D,0312,073000,114.9902,38.51623,行政区,县级市
130683,130600,"130000,130600,130683",3,安国市,安国,Anguo,河北省,河北,Hebei,保定市,保定,Baoding,安国市,安国,Anguo,AG,A,0312,071200,115.32321,38.41391,行政区,县级市
130684,130600,"130000,130600,130684",3,高碑店市,高碑店,Gaobeidian,河北省,河北,Hebei,保定市,保定,Baoding,高碑店市,高碑店,Gaobeidian,GBD,G,0312,074000,115.87368,39.32655,行政区,县级市
130685,130600,"130000,130600,130685",3,雄安新区,雄安新区,XionganXinQu,河北省,河北,Hebei,保定市,保定,Baoding,雄安新区,雄安新区,XionganXinQu,XAXQ,X,0312,071000,115.976478,38.995544,,国家级新区
130686,130600,"130000,130600,130686",3,高新区,高新区,Gaoxinqu,河北省,河北,Hebei,保定市,保定,Baoding,高新区,高新区,Gaoxinqu,GXQ,G,0312,071000,115.46533,38.904525,,高新技术开发区
130687,130600,"130000,130600,130687",3,白沟新城,白沟新城,Baigouxincheng,河北省,河北,Hebei,保定市,保定,Baoding,白沟新城,白沟新城,Baigouxincheng,BG,B,0312,071000,116.045066,39.128227,,经济技术开发区
130700,130000,"130000,130700",2,张家口市,张家口,Zhangjiakou,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,,,,ZJK,Z,0313,075000,114.884091,40.811901,行政区,地级市
130702,130700,"130000,130700,130702",3,桥东区,桥东,Qiaodong,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,桥东区,桥东,Qiaodong,QD,Q,0313,075000,114.8943,40.78844,行政区,
130703,130700,"130000,130700,130703",3,桥西区,桥西,Qiaoxi,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,桥西区,桥西,Qiaoxi,QX,Q,0313,075000,114.86962,40.81945,行政区,
130705,130700,"130000,130700,130705",3,宣化区,宣化,Xuanhua,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,宣化区,宣化,Xuanhua,XH,X,0313,075000,115.06543,40.60957,行政区,
130706,130700,"130000,130700,130706",3,下花园区,下花园,Xiahuayuan,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,下花园区,下花园,Xiahuayuan,XHY,X,0313,075300,115.28744,40.50236,行政区,
130708,130700,"130000,130700,130708",3,万全区,万全,Wanquan,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,万全区,万全,Wanquan,WQ,W,0313,076250,114.7405,40.76694,行政区,
130709,130700,"130000,130700,130709",3,崇礼区,崇礼,Chongli,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,崇礼区,崇礼,Chongli,CL,C,0313,076350,115.27993,40.97519,行政区,
130722,130700,"130000,130700,130722",3,张北县,张北,Zhangbei,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,张北县,张北,Zhangbei,ZB,Z,0313,076450,114.71432,41.15977,行政区,
130723,130700,"130000,130700,130723",3,康保县,康保,Kangbao,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,康保县,康保,Kangbao,KB,K,0313,076650,114.60031,41.85225,行政区,
130724,130700,"130000,130700,130724",3,沽源县,沽源,Guyuan,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,沽源县,沽源,Guyuan,GY,G,0313,076550,115.68859,41.66959,行政区,
130725,130700,"130000,130700,130725",3,尚义县,尚义,Shangyi,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,尚义县,尚义,Shangyi,SY,S,0313,076750,113.97134,41.07782,行政区,
130726,130700,"130000,130700,130726",3,蔚县,蔚县,Yuxian,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,蔚县,蔚县,Yuxian,YX,Y,0313,075700,114.58892,39.84067,行政区,
130727,130700,"130000,130700,130727",3,阳原县,阳原,Yangyuan,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,阳原县,阳原,Yangyuan,YY,Y,0313,075800,114.15051,40.10361,行政区,
130728,130700,"130000,130700,130728",3,怀安县,怀安,Huai'an,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,怀安县,怀安,Huai'an,HA,H,0313,076150,114.38559,40.67425,行政区,
130730,130700,"130000,130700,130730",3,怀来县,怀来,Huailai,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,怀来县,怀来,Huailai,HL,H,0313,075400,115.51773,40.41536,行政区,
130731,130700,"130000,130700,130731",3,涿鹿县,涿鹿,Zhuolu,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,涿鹿县,涿鹿,Zhuolu,ZL,Z,0313,075600,115.22403,40.37636,行政区,
130732,130700,"130000,130700,130732",3,赤城县,赤城,Chicheng,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,赤城县,赤城,Chicheng,CC,C,0313,075500,115.83187,40.91438,行政区,
130771,130700,"130000,130700,130771",3,高新区,高新区,Gaoxinqu,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,高新区,高新区,Gaoxinqu,GXQ,G,0313,075000,114.942453,40.701163,,高新技术开发区
130772,130700,"130000,130700,130772",3,察北管理区,察北管理区,Chabeiguanllqu,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,察北管理区,察北管理区,Chabeiguanllqu,CB,C,0313,075000,114.952122,41.420843,,经济技术开发区
130773,130700,"130000,130700,130773",3,塞北管理区,塞北管理区,Saibeiguanliqu,河北省,河北,Hebei,张家口市,张家口,Zhangjiakou,塞北管理区,塞北管理区,Saibeiguanliqu,SB,S,0313,075000,115.814552,41.858266,,经济技术开发区
130800,130000,"130000,130800",2,承德市,承德,Chengde,河北省,河北,Hebei,承德市,承德,Chengde,,,,CD,C,0314,067000,117.939152,40.976204,行政区,地级市
130802,130800,"130000,130800,130802",3,双桥区,双桥,Shuangqiao,河北省,河北,Hebei,承德市,承德,Chengde,双桥区,双桥,Shuangqiao,SQ,S,0314,067000,117.9432,40.97466,行政区,
130803,130800,"130000,130800,130803",3,双滦区,双滦,Shuangluan,河北省,河北,Hebei,承德市,承德,Chengde,双滦区,双滦,Shuangluan,SL,S,0314,067000,117.74487,40.95375,行政区,
130804,130800,"130000,130800,130804",3,鹰手营子矿区,鹰手营子矿区,Yingshouyingzikuangqu,河北省,河北,Hebei,承德市,承德,Chengde,鹰手营子矿区,鹰手营子矿区,Yingshouyingzikuangqu,YSYZKQ,Y,0314,067200,117.65985,40.54744,行政区,
130821,130800,"130000,130800,130821",3,承德县,承德,Chengde,河北省,河北,Hebei,承德市,承德,Chengde,承德县,承德,Chengde,CD,C,0314,067400,118.17639,40.76985,行政区,
130822,130800,"130000,130800,130822",3,兴隆县,兴隆,Xinglong,河北省,河北,Hebei,承德市,承德,Chengde,兴隆县,兴隆,Xinglong,XL,X,0314,067300,117.50073,40.41709,行政区,
130824,130800,"130000,130800,130824",3,滦平县,滦平,Luanping,河北省,河北,Hebei,承德市,承德,Chengde,滦平县,滦平,Luanping,LP,L,0314,068250,117.33276,40.94148,行政区,
130825,130800,"130000,130800,130825",3,隆化县,隆化,Longhua,河北省,河北,Hebei,承德市,承德,Chengde,隆化县,隆化,Longhua,LH,L,0314,068150,117.7297,41.31412,行政区,
130826,130800,"130000,130800,130826",3,丰宁满族自治县,丰宁,Fengning,河北省,河北,Hebei,承德市,承德,Chengde,丰宁满族自治县,丰宁,Fengning,FN,F,0314,068350,116.6492,41.20481,行政区,
130827,130800,"130000,130800,130827",3,宽城满族自治县,宽城,Kuancheng,河北省,河北,Hebei,承德市,承德,Chengde,宽城满族自治县,宽城,Kuancheng,KC,K,0314,067600,118.49176,40.60829,行政区,
130828,130800,"130000,130800,130828",3,围场满族蒙古族自治县,围场,Weichang,河北省,河北,Hebei,承德市,承德,Chengde,围场满族蒙古族自治县,围场,Weichang,WC,W,0314,068450,117.7601,41.94368,行政区,
130881,130800,"130000,130800,130881",3,平泉市,平泉,Pingquan,河北省,河北,Hebei,承德市,承德,Chengde,平泉市,平泉,Pingquan,PQ,P,0314,067500,118.70196,41.01839,行政区,县级市
130882,130800,"130000,130800,130882",3,高新区,高新区,Gaoxinqu,河北省,河北,Hebei,承德市,承德,Chengde,高新区,高新区,Gaoxinqu,GXQ,G,0314,067000,117.95503,40.922206,,高新技术开发区
130900,130000,"130000,130900",2,沧州市,沧州,Cangzhou,河北省,河北,Hebei,沧州市,沧州,Cangzhou,,,,CZ,C,0317,061000,116.857461,38.310582,行政区,地级市
130902,130900,"130000,130900,130902",3,新华区,新华,Xinhua,河北省,河北,Hebei,沧州市,沧州,Cangzhou,新华区,新华,Xinhua,XH,X,0317,061000,116.86643,38.31438,行政区,
130903,130900,"130000,130900,130903",3,运河区,运河,Yunhe,河北省,河北,Hebei,沧州市,沧州,Cangzhou,运河区,运河,Yunhe,YH,Y,0317,061000,116.85706,38.31352,行政区,
130921,130900,"130000,130900,130921",3,沧县,沧县,Cangxian,河北省,河北,Hebei,沧州市,沧州,Cangzhou,沧县,沧县,Cangxian,CX,C,0317,061000,116.87817,38.29361,行政区,
130922,130900,"130000,130900,130922",3,青县,青县,Qingxian,河北省,河北,Hebei,沧州市,沧州,Cangzhou,青县,青县,Qingxian,QX,Q,0317,062650,116.80316,38.58345,行政区,
130923,130900,"130000,130900,130923",3,东光县,东光,Dongguang,河北省,河北,Hebei,沧州市,沧州,Cangzhou,东光县,东光,Dongguang,DG,D,0317,061600,116.53668,37.8857,行政区,
130924,130900,"130000,130900,130924",3,海兴县,海兴,Haixing,河北省,河北,Hebei,沧州市,沧州,Cangzhou,海兴县,海兴,Haixing,HX,H,0317,061200,117.49758,38.13958,行政区,
130925,130900,"130000,130900,130925",3,盐山县,盐山,Yanshan,河北省,河北,Hebei,沧州市,沧州,Cangzhou,盐山县,盐山,Yanshan,YS,Y,0317,061300,117.23092,38.05647,行政区,
130926,130900,"130000,130900,130926",3,肃宁县,肃宁,Suning,河北省,河北,Hebei,沧州市,沧州,Cangzhou,肃宁县,肃宁,Suning,SN,S,0317,062350,115.82971,38.42272,行政区,
130927,130900,"130000,130900,130927",3,南皮县,南皮,Nanpi,河北省,河北,Hebei,沧州市,沧州,Cangzhou,南皮县,南皮,Nanpi,NP,N,0317,061500,116.70224,38.04109,行政区,
130928,130900,"130000,130900,130928",3,吴桥县,吴桥,Wuqiao,河北省,河北,Hebei,沧州市,沧州,Cangzhou,吴桥县,吴桥,Wuqiao,WQ,W,0317,061800,116.3847,37.62546,行政区,
130929,130900,"130000,130900,130929",3,献县,献县,Xianxian,河北省,河北,Hebei,沧州市,沧州,Cangzhou,献县,献县,Xianxian,XX,X,0317,062250,116.12695,38.19228,行政区,
130930,130900,"130000,130900,130930",3,孟村回族自治县,孟村,Mengcun,河北省,河北,Hebei,沧州市,沧州,Cangzhou,孟村回族自治县,孟村,Mengcun,MC,M,0317,061400,117.10412,38.05338,行政区,
130981,130900,"130000,130900,130981",3,泊头市,泊头,Botou,河北省,河北,Hebei,沧州市,沧州,Cangzhou,泊头市,泊头,Botou,BT,B,0317,062150,116.57824,38.08359,行政区,县级市
130982,130900,"130000,130900,130982",3,任丘市,任丘,Renqiu,河北省,河北,Hebei,沧州市,沧州,Cangzhou,任丘市,任丘,Renqiu,RQ,R,0317,062550,116.1033,38.71124,行政区,县级市
130983,130900,"130000,130900,130983",3,黄骅市,黄骅,Huanghua,河北省,河北,Hebei,沧州市,沧州,Cangzhou,黄骅市,黄骅,Huanghua,HH,H,0317,061100,117.33883,38.3706,行政区,县级市
130984,130900,"130000,130900,130984",3,河间市,河间,Hejian,河北省,河北,Hebei,沧州市,沧州,Cangzhou,河间市,河间,Hejian,HJ,H,0317,062450,116.0993,38.44549,行政区,县级市
130985,130900,"130000,130900,130985",3,渤海新区,渤海新区,Bohaixinqu,河北省,河北,Hebei,沧州市,沧州,Cangzhou,渤海新区,渤海新区,Bohaixinqu,BHXQ,B,0317,061100,117.772562,38.269508,,新区
130986,130900,"130000,130900,130986",3,高新区,高新区,Gaoxinqu,河北省,河北,Hebei,沧州市,沧州,Cangzhou,高新区,高新区,Gaoxinqu,GXQ,G,0317,061000,116.802042,38.339873,,高新技术开发区
130987,130900,"130000,130900,130987",3,临港开发区,临港开发区,Jingjikaifaqu,河北省,河北,Hebei,沧州市,沧州,Cangzhou,临港开发区,临港开发区,Jingjikaifaqu,JJKFQ,J,0317,061000,117.520393,38.356305,,经济技术开发区
131000,130000,"130000,131000",2,廊坊市,廊坊,Langfang,河北省,河北,Hebei,廊坊市,廊坊,Langfang,,,,LF,L,0316,065000,116.713873,39.529244,行政区,地级市
131002,131000,"130000,131000,131002",3,安次区,安次,Anci,河北省,河北,Hebei,廊坊市,廊坊,Langfang,安次区,安次,Anci,AC,A,0316,065000,116.70308,39.52057,行政区,
131003,131000,"130000,131000,131003",3,广阳区,广阳,Guangyang,河北省,河北,Hebei,廊坊市,廊坊,Langfang,广阳区,广阳,Guangyang,GY,G,0316,065000,116.71069,39.52278,行政区,
131022,131000,"130000,131000,131022",3,固安县,固安,Gu'an,河北省,河北,Hebei,廊坊市,廊坊,Langfang,固安县,固安,Gu'an,GA,G,0316,065500,116.29916,39.43833,行政区,
131023,131000,"130000,131000,131023",3,永清县,永清,Yongqing,河北省,河北,Hebei,廊坊市,廊坊,Langfang,永清县,永清,Yongqing,YQ,Y,0316,065600,116.50091,39.32069,行政区,
131024,131000,"130000,131000,131024",3,香河县,香河,Xianghe,河北省,河北,Hebei,廊坊市,廊坊,Langfang,香河县,香河,Xianghe,XH,X,0316,065400,117.00634,39.76133,行政区,
131025,131000,"130000,131000,131025",3,大城县,大城,Daicheng,河北省,河北,Hebei,廊坊市,廊坊,Langfang,大城县,大城,Daicheng,DC,D,0316,065900,116.65353,38.70534,行政区,
131026,131000,"130000,131000,131026",3,文安县,文安,Wen'an,河北省,河北,Hebei,廊坊市,廊坊,Langfang,文安县,文安,Wen'an,WA,W,0316,065800,116.45846,38.87325,行政区,
131028,131000,"130000,131000,131028",3,大厂回族自治县,大厂,Dachang,河北省,河北,Hebei,廊坊市,廊坊,Langfang,大厂回族自治县,大厂,Dachang,DC,D,0316,065300,116.98916,39.88649,行政区,
131081,131000,"130000,131000,131081",3,霸州市,霸州,Bazhou,河北省,河北,Hebei,廊坊市,廊坊,Langfang,霸州市,霸州,Bazhou,BZ,B,0316,065700,116.39154,39.12569,行政区,县级市
131082,131000,"130000,131000,131082",3,三河市,三河,Sanhe,河北省,河北,Hebei,廊坊市,廊坊,Langfang,三河市,三河,Sanhe,SH,S,0316,065200,117.07229,39.98358,行政区,县级市
131083,131000,"130000,131000,131083",3,经济技术开发区,经济技术开发区,Jingjikaifaqu,河北省,河北,Hebei,廊坊市,廊坊,Langfang,经济技术开发区,经济技术开发区,Jingjikaifaqu,JJKFQ,J,0316,065001,116.758484,39.56678,,经济技术开发区
131100,130000,"130000,131100",2,衡水市,衡水,Hengshui,河北省,河北,Hebei,衡水市,衡水,Hengshui,,,,HS,H,0318,053000,115.665993,37.735097,行政区,地级市
131102,131100,"130000,131100,131102",3,桃城区,桃城,Taocheng,河北省,河北,Hebei,衡水市,衡水,Hengshui,桃城区,桃城,Taocheng,TC,T,0318,053000,115.67529,37.73499,行政区,
131103,131100,"130000,131100,131103",3,冀州区,冀州,Jizhou,河北省,河北,Hebei,衡水市,衡水,Hengshui,冀州区,冀州,Jizhou,JZ,J,0318,053200,115.57934,37.55082,行政区,
